基準日,基準価額（円）,純資産額（億円）,分配金
2024/10/01,"32,820","6,380.69","-"
2024/10/02,"32,493","6,320.39","-"
2024/10/03,"33,214","6,475.92","-"
2024/10/04,"33,020","6,438.94","-"
2024/10/07,"33,643","6,566.33","-"
2024/10/08,"33,290","6,497.67","-"
2024/10/09,"33,552","6,549.77","-"
2024/10/10,"34,018","6,639.18","-"
2024/10/11,"33,794","6,603.01","-"
2024/10/15,"34,455","6,736.83","0"
2024/10/16,"34,095","6,667.64","-"
2024/10/17,"34,279","6,713.23","-"
2024/10/18,"34,432","6,765.95","-"
2024/10/21,"34,417","6,767.61","-"
2024/10/22,"34,596","6,803.68","-"
2024/10/23,"34,687","6,826.25","-"
2024/10/24,"34,724","6,834.56","-"
2024/10/25,"34,666","6,827.97","-"
2024/10/28,"34,926","6,880.46","-"
2024/10/29,"34,922","6,883.87","-"
2024/10/30,"35,019","6,918.17","-"
2024/10/31,"34,937","6,904.58","-"
2024/11/01,"34,023","6,729.97","-"
2024/11/05,"34,202","6,766.66","-"
2024/11/06,"34,631","6,859.89","-"
2024/11/07,"35,635","7,061.92","-"
2024/11/08,"35,606","7,061.59","-"
2024/11/11,"35,639","7,072.71","-"
2024/11/12,"35,884","7,122.28","-"
2024/11/13,"35,931","7,131.48","-"
2024/11/14,"36,080","7,167.31","-"
2024/11/15,"36,185","7,194.02","-"
2024/11/18,"35,210","7,001.99","-"
2024/11/19,"35,399","7,070.35","-"
2024/11/20,"35,623","7,116.72","-"
2024/11/21,"35,647","7,129.75","-"
2024/11/22,"35,681","7,143.19","-"
2024/11/25,"35,806","7,174.85","-"
2024/11/26,"35,850","7,189.69","-"
2024/11/27,"35,676","7,159.38","-"
2024/11/28,"35,349","7,107.31","-"
2024/11/29,"35,145","7,070.56","-"
2024/12/02,"35,197","7,081.13","-"
2024/12/03,"35,213","7,096.30","-"
2024/12/04,"35,238","7,111.18","-"
2024/12/05,"35,586","7,182.62","-"
2024/12/06,"35,508","7,169.90","-"
2024/12/09,"35,524","7,174.59","-"
2024/12/10,"35,742","7,221.06","-"
2024/12/11,"35,663","7,213.10","-"
2024/12/12,"36,040","7,294.09","-"
2024/12/13,"35,983","7,285.79","-"
2024/12/16,"36,174","7,329.52","-"
